,cell_line,drug,efficacy1,efficacy2,efficacy3,efficacy4,efficacy5,efficacy6,efficacy7,efficacy8,pIC50,Hill,sigma,mean
10,A2058,Doxorubicin,0.4305,0.4475,0.39749999999999996,0.23150000000000004,-0.2665,-0.28049999999999997,-0.4395,-0.5205,8.380348,0.876401,23.344295,0.5685
11,A2058,Erlotinib,0.048125000000000084,0.08612500000000012,0.04112500000000008,0.04612500000000008,0.0621250000000001,0.05362499999999992,-0.04237499999999994,-0.294875,5.252282,1.833156,22.345781,0.951375
12,A2058,Etoposide,0.36125000000000007,0.3162499999999999,0.34024999999999994,0.29225,0.06725000000000003,-0.40175,-0.41275,-0.56275,6.632619999999998,1.729799,8.216706,0.69675
13,A2058,Gemcitabine,0.16587499999999988,0.13137500000000002,0.15937499999999993,0.15587499999999987,0.18937499999999996,0.116375,-0.277625,-0.640625,8.543353,2.327897,8.605642,0.845125
14,A2058,L778123,0.057499999999999885,0.0645,0.061999999999999944,0.04699999999999993,0.04799999999999993,-0.025500000000000078,-0.06800000000000006,-0.1855,5.078632,1.084199,7.516609,0.9345000000000001
15,A2058,Lapatinib,-0.016625,0.04337499999999994,0.008874999999999966,-0.0011250000000000426,0.02287499999999998,-0.0016249999999999876,0.041874999999999885,-0.09762500000000007,5.2907660000000005,22.120855,10.359764,0.977125
16,A2058,MK-2206,0.08187500000000003,0.01737499999999992,0.050875000000000004,0.046374999999999944,0.049875,0.0063749999999999085,-0.024125000000000063,-0.22862499999999997,5.158628,1.249038,7.439734,0.943625
17,A2058,MK-4541,-0.001875000000000071,-0.014874999999999972,0.01012499999999994,-0.039874999999999994,0.038124999999999964,0.02012499999999995,0.015125000000000055,-0.026874999999999982,2.119265,0.263413,25.72753,1.024875
18,A2058,MK-4827,0.2866249999999999,0.24312499999999992,0.26112499999999994,0.1706249999999998,0.11362499999999998,-0.2103750000000001,-0.4818750000000001,-0.3828750000000001,5.968057,1.114532,8.878328,0.7353750000000001
19,A2058,MK-5108,0.07850000000000001,0.08050000000000002,0.0674999999999999,0.056499999999999995,0.09050000000000002,0.07450000000000001,0.021499999999999964,-0.46950000000000003,5.769957,2.865661,18.710875,0.9515
20,A2058,MK-8669,0.10037499999999999,0.08637499999999998,0.1173749999999999,0.08387500000000003,0.027375000000000038,-0.06512499999999999,-0.15512499999999996,-0.1951250000000001,7.533236,0.666822,9.405271,0.905625
21,A2058,MK-8776,0.15268749999999998,0.10668749999999994,0.13768750000000007,0.10468749999999993,0.11518749999999989,-0.13731250000000006,-0.25031250000000005,-0.22931250000000014,5.4264800000000015,0.85554,11.889331,0.8978125
22,A2058,MRK-003,0.007624999999999993,0.017625000000000002,0.048125000000000195,-0.005875000000000075,0.015625,-0.047374999999999945,0.009625000000000217,-0.04537499999999994,4.951395,17.568108,8.933767,1.014875
23,A2058,Metformin,-0.015000000000000124,0.010000000000000009,-0.03200000000000003,0.03499999999999992,0.0129999999999999,0.010999999999999899,-0.0030000000000001137,-0.019000000000000128,-0.216527,4.966294,30.177769,1.03
24,A2058,Methotrexate,0.3301249999999999,0.343125,0.3541249999999999,0.311125,0.26612499999999994,-0.40287500000000004,-0.594875,-0.606875,7.870873,2.556586,19.223155,0.712875
25,A2058,Mitomycine,0.27837499999999993,0.224375,0.26737500000000003,0.20637499999999998,0.005874999999999964,-0.12062499999999998,-0.42112499999999997,-0.44062500000000004,7.442824000000001,1.46464,11.09887,0.756625
26,A2058,Oxaliplatin,0.05212499999999998,0.06512499999999988,0.07012499999999999,0.05412499999999998,0.078125,0.04412499999999997,0.027124999999999955,-0.390875,4.716196,2.698433,7.482591,0.957875
27,A2058,PD325901,0.054874999999999896,0.10487499999999994,0.04487499999999989,0.10487499999999994,0.0658749999999999,-0.012125000000000052,-0.11012500000000014,-0.25312500000000016,6.779525,0.798401,7.2818,0.9311250000000001
28,A2058,Paclitaxel,0.39787499999999987,0.35487499999999994,0.35787499999999983,0.34487499999999993,0.1978749999999999,-0.46312500000000006,-0.592125,-0.598125,8.712767999999999,2.038542,19.932056,0.6531250000000001
29,A2058,SN-38,0.20424999999999993,0.17025,0.19425000000000003,0.18874999999999997,0.13475000000000004,-0.04575000000000007,-0.29325,-0.55325,8.549578,2.799152,12.864834,0.80425
30,A2058,Sorafenib,0.09012500000000012,0.10812500000000014,0.09012500000000012,0.10512500000000002,0.12512500000000026,0.11912500000000004,0.09712500000000002,-0.734875,4.742445,22.128171,7.570357,0.9338749999999999
31,A2058,Sunitinib,0.09849999999999981,0.13200000000000012,0.09450000000000003,0.08450000000000002,0.12050000000000005,0.08549999999999991,-0.07800000000000007,-0.5375,5.551211,2.151995,16.499641,0.9195
32,A2058,Temozolomide,0.2021249999999999,0.217125,0.17262499999999992,0.12912499999999993,-0.03287500000000021,-0.20237500000000008,-0.14937500000000015,-0.3363750000000001,4.177204,0.561234,12.891836,0.8123750000000001
33,A2058,Topotecan,0.33462499999999995,0.32862499999999994,0.31662499999999993,0.278625,0.1366250000000001,-0.413375,-0.494375,-0.487375,7.18372,2.178512,20.919371,0.712375
34,A2058,Vinblastine,0.2563749999999999,0.267875,0.28037499999999993,0.2848749999999999,0.25287499999999996,-0.09862500000000007,-0.5721250000000001,-0.671625,8.039019999999999,4.557643,19.491999,0.7196250000000001
35,A2058,Vinorelbine,0.42362500000000003,0.4266249999999999,0.4006249999999999,0.3946249999999999,-0.08937499999999998,-0.444375,-0.559375,-0.5523750000000001,8.935803,1.952586,15.63456,0.626375
36,A2058,Zolinza,0.10912500000000003,0.14312500000000006,0.11112500000000003,0.10612500000000014,0.16712500000000008,0.13812500000000016,-0.14987499999999987,-0.6248749999999998,5.721241,2.345448,8.239342,0.9118749999999999
37,A2058,geldanamycin,0.33325000000000005,0.32125000000000004,0.32824999999999993,0.2982499999999999,0.03225,-0.35575,-0.47775,-0.47975,6.800648,1.606974,13.010988,0.70475
38,A2780,5-FU,0.16031249999999997,0.16931249999999987,0.15931249999999986,0.1508124999999999,0.11231249999999993,0.03481249999999991,-0.3066875000000001,-0.48018750000000004,5.654646,1.494468,9.74536,0.8576875
39,A2780,ABT-888,0.02200000000000002,0.022499999999999964,0.01750000000000007,0.010999999999999899,0.0020000000000000018,-0.021499999999999964,-0.0040000000000000036,-0.04949999999999999,4.372533,1.48778,7.805749,1.002
40,A2780,AZD1775,0.0934999999999998,0.0625,0.09300000000000008,0.0665,0.030000000000000027,0.05349999999999999,-0.03699999999999992,-0.362,6.478842,1.7108990000000002,16.433018,0.9325
41,A2780,BEZ-235,0.28412499999999996,0.26412499999999994,0.25312500000000016,0.218125,0.16162500000000002,-0.34437499999999993,-0.38287499999999997,-0.4538749999999999,7.571708,1.408698,12.939098,0.740875
42,A2780,Bortezomib,0.3433749999999999,0.3473749999999999,0.338375,0.34187500000000004,0.2533749999999999,-0.31312500000000004,-0.6501250000000001,-0.6611250000000001,8.522829,3.242612,15.932351,0.689625
43,A2780,Carboplatin,0.09106250000000016,0.07756249999999987,0.0875625000000001,0.0815625000000001,0.07006250000000014,0.020062500000000094,-0.1129374999999998,-0.31493749999999987,4.507969,1.115733,14.121455,0.9244374999999999
44,A2780,Cyclophosphamide,0.023687500000000083,0.0061875000000000124,0.021187500000000137,0.006687499999999957,-0.022812499999999902,-0.022812499999999902,-0.009312500000000057,-0.0028124999999998845,-1.253104,2.889123,7.111281,1.0163125
45,A2780,Dasatinib,0.08943749999999995,0.09843749999999996,0.03093749999999995,-0.017562499999999925,-0.13006250000000008,-0.0825625000000001,-0.03406250000000011,0.04543750000000002,3.2797629999999995,0.151599,16.105451000000002,0.8915625
46,A2780,Dexamethasone,-0.010874999999999968,0.020625000000000115,-0.007374999999999909,0.010625000000000107,-0.0008749999999997371,-0.014874999999999972,-0.002874999999999961,0.005625000000000213,-1.253104,2.889123,6.5695679999999985,1.0178749999999999
47,A2780,Dinaciclib,0.23149999999999993,0.24650000000000005,0.24349999999999994,0.2220000000000001,0.22599999999999987,0.10350000000000004,-0.597,-0.6759999999999999,8.232553999999999,4.118407,20.184005,0.7815
48,A2780,Doxorubicin,0.31437499999999985,0.33687500000000004,0.326875,0.2733749999999999,-0.06362500000000004,-0.25912500000000005,-0.39212500000000006,-0.536625,7.9975710000000015,1.199981,23.645818,0.686625
49,A2780,Erlotinib,0.0849375,0.09443749999999984,0.08243750000000005,0.08393749999999989,0.06343749999999992,0.04743749999999991,-0.06206250000000002,-0.39456250000000004,5.493802,1.8183080000000005,13.676788,0.9365625000000001
50,A2780,Etoposide,0.2949375000000002,0.3059375000000001,0.2849375000000002,0.21643750000000017,-0.06506249999999991,-0.2880624999999999,-0.35356249999999984,-0.3955624999999999,6.843122,1.180896,15.467784,0.7005624999999999
51,A2780,Gemcitabine,0.23862499999999998,0.25512499999999994,0.24812500000000004,0.24712499999999993,0.22462499999999996,-0.16737500000000016,-0.4843750000000001,-0.5618750000000001,8.998332000000003,3.834498,7.380337,0.7808750000000001
52,A2780,L778123,0.17618750000000005,0.17618750000000005,0.18718749999999995,0.15418750000000003,0.09868749999999993,-0.1278125,-0.2658125,-0.3988125,6.0889,0.999107,10.161089,0.8413125
53,A2780,Lapatinib,0.03531249999999975,0.029312499999999964,0.043312499999999976,0.04181249999999992,0.00981249999999989,0.036812500000000026,-0.011187500000000128,-0.18518750000000017,5.202948,2.2027520000000003,10.22617,0.9801875000000001
54,A2780,MK-2206,0.13874999999999982,0.1307499999999998,0.14574999999999994,0.08924999999999983,0.029749999999999832,-0.09725000000000017,-0.15975000000000017,-0.2772500000000001,5.7614980000000005,0.683946,11.53352,0.8897500000000002
55,A2780,MK-4541,0.022937500000000055,0.006937500000000041,0.025437500000000002,0.01693750000000005,-0.008562500000000028,-0.004062499999999858,-0.003562499999999913,-0.056062499999999904,4.090779,0.68169,13.153232,1.0095625
56,A2780,MK-4827,0.1738749999999999,0.15937499999999993,0.16037499999999982,0.13687499999999986,0.08387499999999981,-0.03762500000000013,-0.26812500000000017,-0.4086250000000002,5.701917,0.969068,19.202327,0.8576250000000002
57,A2780,MK-5108,0.107375,0.10987499999999994,0.10587500000000016,0.09337499999999999,0.08187500000000003,0.022375000000000034,-0.16012500000000007,-0.360625,6.006714,1.15392,8.313489,0.911125
58,A2780,MK-8669,0.12993750000000004,0.14843750000000022,0.13393750000000004,0.13593750000000004,-0.02906249999999988,-0.07856249999999987,-0.16656249999999984,-0.2740624999999999,8.454830000000001,0.607916,19.413593,0.8705624999999999
59,A2780,MK-8776,0.03081249999999991,0.05981250000000027,0.031312500000000076,0.04531250000000009,0.01781250000000023,0.020312500000000067,-0.06518749999999995,-0.1401874999999999,5.010249,0.990569,8.718853999999999,0.9726874999999999
60,A2780,MRK-003,0.04193750000000007,0.07393749999999999,0.048937499999999856,0.06043749999999992,0.040437500000000015,0.05393749999999997,-0.04156250000000006,-0.2780625000000001,5.046583999999998,1.762991,7.526511,0.9520625
61,A2780,Metformin,0.00024999999999986144,0.0012499999999999734,-0.0012500000000001954,0.007749999999999702,-0.0017500000000001403,-0.009750000000000147,0.009749999999999925,-0.006250000000000089,3.501545,18.967456,18.613455,1.0077500000000001
62,A2780,Methotrexate,0.23399999999999999,0.21350000000000002,0.264,0.21550000000000002,0.2330000000000001,0.007000000000000006,-0.5619999999999999,-0.605,7.614325999999998,3.237467,12.007541,0.7845
63,A2780,Mitomycine,0.2130000000000002,0.25350000000000017,0.2250000000000001,0.2250000000000001,0.049000000000000044,-0.1964999999999999,-0.36249999999999993,-0.4064999999999999,7.094854,1.033203,19.634122,0.7735
64,A2780,Oxaliplatin,0.1470625000000001,0.1620625,0.15156250000000004,0.14406249999999998,0.10306250000000006,-0.06093749999999998,-0.20493749999999988,-0.44193749999999987,5.288837,1.128313,20.710898,0.8689374999999999
65,A2780,PD325901,0.09331250000000013,0.08681250000000018,0.08731250000000013,0.05981250000000016,0.005312500000000164,-0.07168749999999979,-0.11018749999999988,-0.15068749999999986,6.871180000000002,0.5257029999999999,11.165013,0.9311874999999998
66,A2780,Paclitaxel,0.3046875,0.2751874999999999,0.3046875,0.2876875000000001,0.17018750000000016,-0.3523125,-0.4833125,-0.5068125,8.627011999999999,2.601408,15.650510999999998,0.7258125
67,A2780,SN-38,0.12324999999999986,0.1352500000000001,0.11924999999999986,0.13074999999999992,0.10324999999999995,0.026249999999999885,-0.16725000000000012,-0.47075000000000006,8.762955,1.4299540000000002,9.197751,0.89175
68,A2780,Sorafenib,0.17793750000000008,0.1939375000000001,0.20143750000000016,0.20243750000000027,0.1729375000000002,0.10493750000000024,-0.31756249999999986,-0.7360624999999998,5.353749,2.676428,7.952509,0.8310624999999998
69,A2780,Sunitinib,0.1235624999999998,0.12456249999999991,0.11856250000000013,0.12406249999999996,0.07256249999999997,0.05756249999999996,-0.14093749999999994,-0.4799375,5.687826,1.604854,15.291139,0.8984375
70,A2780,Temozolomide,-0.0007500000000000284,0.01024999999999987,0.009749999999999925,0.007249999999999979,0.00474999999999981,0.011249999999999982,0.023749999999999938,-0.06625000000000014,3.5582010000000004,16.774255,7.392432,1.00625
71,A2780,Topotecan,0.30718750000000017,0.32018750000000007,0.3136875000000001,0.22168750000000004,-0.08431250000000001,-0.2968125,-0.37131249999999993,-0.41031249999999997,7.4902929999999985,1.258899,21.90906,0.7098125
72,A2780,Vinblastine,0.17399999999999993,0.17099999999999982,0.16599999999999993,0.16599999999999993,0.13049999999999995,0.0020000000000000018,-0.22350000000000014,-0.5860000000000001,8.073808999999999,1.013319,27.606733,0.8580000000000001
73,A2780,Vinorelbine,0.2502500000000001,0.2492500000000002,0.2562500000000001,0.25075000000000003,0.23325000000000018,-0.14124999999999988,-0.5237499999999999,-0.5747499999999999,8.371829,2.718823,15.137335,0.7722499999999999
74,A2780,Zolinza,0.10518749999999999,0.11818749999999989,0.12518749999999979,0.14918750000000003,0.1291875,0.07368750000000002,-0.06881249999999994,-0.6318125,5.741719,2.834303,8.396582,0.8968125
75,A2780,geldanamycin,0.29512499999999997,0.311125,0.2996249999999999,0.28712499999999996,0.17712499999999998,-0.291375,-0.504375,-0.574375,6.8819360000000005,1.924035,12.560542,0.731375
76,A375,5-FU,0.06733333333333336,-0.04399999999999993,-0.0023333333333335204,0.03300000000000003,0.1130000000000001,0.09866666666666679,0.023666666666666836,-0.2893333333333332,4.995451,21.232731,12.088398,0.947
77,A375,ABT-888,-0.07987500000000003,0.007125000000000048,-0.05237500000000006,0.0011250000000000426,0.017625000000000002,0.07362500000000005,-0.0008749999999999591,0.033625000000000016,0.482888,3.4382010000000003,12.747291,1.024375
78,A375,AZD1775,0.1873750000000003,0.16704166666666675,0.18170833333333336,0.1010416666666667,0.06537500000000018,-0.05429166666666663,-0.19762499999999983,-0.4506249999999999,6.3883160000000005,1.661544,9.79621,0.8449583333333333
79,A375,BEZ-235,0.2277083333333333,0.2280416666666668,0.239375,0.20137500000000008,0.11770833333333353,-0.21129166666666654,-0.32095833333333323,-0.48195833333333327,7.049661,0.976402,12.30837,0.7956249999999999
80,A375,Bortezomib,0.26793750000000005,0.23643749999999975,0.2744375,0.2419374999999998,0.2499374999999998,0.21943749999999995,-0.7345625000000001,-0.7555625000000001,8.077819,8.960757000000003,8.035093,0.7710625000000001
81,A375,Carboplatin,0.004750000000000143,0.08225000000000016,0.024250000000000105,0.06475000000000009,0.04325000000000023,0.03675000000000006,-0.03224999999999989,-0.2237499999999999,4.1676160000000015,2.157752,8.362364,0.9882499999999999
82,A375,Cyclophosphamide,-0.046937499999999965,-0.021937499999999943,-0.03643750000000001,-0.026937499999999948,0.01706249999999998,0.040562499999999835,0.02906249999999999,0.04556249999999995,-1.253104,2.889123,11.706962,0.9894375
83,A375,Dasatinib,0.09691666666666665,0.07125000000000004,0.08158333333333345,0.08791666666666675,0.05458333333333343,-0.015416666666666523,-0.0780833333333334,-0.29875000000000007,5.569931,1.265702,8.441824,0.8960833333333333
84,A375,Dexamethasone,-0.030749999999999722,0.012750000000000261,-0.030249999999999666,-0.009749999999999703,0.014750000000000263,0.003750000000000142,0.035250000000000226,0.004250000000000309,-1.253104,2.889123,9.628068,1.0117499999999997
85,A375,Dinaciclib,0.1730624999999999,0.17456249999999995,0.18356250000000007,0.19556250000000008,0.1750624999999999,0.14756250000000004,-0.3249375,-0.7244375000000001,7.923184,3.516907,8.58225,0.8459375
86,A375,Doxorubicin,0.235375,0.290875,0.20737499999999998,0.233375,0.0963750000000001,-0.14712499999999995,-0.30862500000000004,-0.6076250000000001,7.510581,1.045244,9.598955,0.729125
87,A375,Erlotinib,0.06458333333333321,0.05658333333333365,0.007250000000000201,0.0369166666666666,0.038583333333333414,0.051249999999999796,-0.026083333333333347,-0.2290833333333332,5.041411,1.288844,11.167407,0.9474166666666666
88,A375,Etoposide,0.19518749999999985,0.13068749999999996,0.19818749999999996,0.09718749999999998,0.14718749999999992,-0.07131250000000011,-0.26131250000000006,-0.4358125,6.008769,0.975051,8.543073,0.8078125
89,A375,Gemcitabine,0.28816666666666646,0.23516666666666652,0.26883333333333337,0.26250000000000007,0.3208333333333332,-0.14350000000000007,-0.6105,-0.6215,9.02249,4.329598000000002,11.139754,0.6901666666666667
90,A375,L778123,0.05308333333333326,0.09374999999999978,0.03408333333333324,0.11041666666666661,0.06541666666666646,-0.02925000000000011,-0.11825000000000008,-0.20925000000000016,4.844249,0.47365,10.50968,0.8799166666666668
91,A375,Lapatinib,-0.01679166666666665,0.015875000000000195,-0.02412499999999984,0.0015416666666665524,0.0025416666666667753,-0.025791666666666657,0.007875000000000187,0.03887499999999999,4.853996,3.4141760000000003,13.032615,0.9797916666666666
92,A375,MK-2206,0.047958333333333214,-0.08704166666666657,-0.0007083333333334219,-0.03470833333333323,0.06795833333333368,-0.0027083333333332016,0.07829166666666632,-0.06904166666666678,5.296143,20.771154,12.748051,0.993375
93,A375,MK-4541,0.022499999999999964,0.008000000000000007,0.0004999999999999449,-0.008499999999999952,-0.03299999999999992,0.03049999999999997,-0.034499999999999975,0.014499999999999957,0.482888,3.4382010000000003,10.699898,1.0045
94,A375,MK-4827,0.12370833333333353,0.1190416666666666,0.11137500000000022,0.045375000000000165,0.14204166666666662,0.07804166666666668,-0.21962499999999985,-0.39995833333333325,5.2881870000000015,1.214521,11.445203,0.8452916666666666
95,A375,MK-5108,-0.0068750000000001865,0.027124999999999844,-0.007875000000000076,0.04762500000000003,-0.005875000000000075,0.020624999999999893,-0.028875000000000095,-0.04587500000000011,5.023731,1.7419509999999998,9.097048,1.009875
96,A375,MK-8669,0.05233333333333312,-0.01333333333333353,0.029333333333333433,0.02633333333333332,0.030999999999999917,-0.005333333333333523,-0.04266666666666674,-0.07766666666666666,6.8793940000000005,1.016262,9.742871,0.9870000000000001
97,A375,MK-8776,0.10545833333333332,0.03512499999999985,0.08412500000000012,0.04879166666666668,0.081125,-0.027541666666666464,-0.11187499999999995,-0.21520833333333322,5.047751,0.777543,9.162588,0.9292083333333333
98,A375,MRK-003,0.027833333333333377,0.030166666666666675,0.043166666666666575,0.01550000000000007,0.01416666666666666,-0.052166666666666583,0.03616666666666668,-0.11483333333333334,4.971307,17.488585999999998,8.969714999999997,0.9858333333333333
99,A375,Metformin,-0.0011250000000000426,-0.021624999999999894,0.007875000000000076,0.003875000000000073,0.02737500000000015,0.002875000000000183,0.020375000000000254,-0.03962499999999991,3.533206,17.967796,10.201137,1.0086249999999999
100,A375,Methotrexate,0.2204999999999998,0.22099999999999975,0.20599999999999985,0.21949999999999992,0.15449999999999986,0.1429999999999999,-0.4480000000000002,-0.7165000000000001,7.363016,3.326719,9.035673,0.8160000000000002
101,A375,Mitomycine,0.17670833333333325,0.06304166666666655,0.13970833333333355,0.13170833333333332,0.1367083333333332,0.007708333333333428,-0.19562500000000005,-0.45995833333333325,6.4017050000000015,1.268913,8.506955,0.8992916666666666
102,A375,Oxaliplatin,0.026624999999999788,-0.020875000000000088,0.051124999999999976,0.015124999999999944,0.11462499999999987,0.11112499999999981,0.06962499999999971,-0.3673750000000001,4.7024550000000005,19.731892,13.833885999999998,0.9843750000000001
103,A375,PD325901,0.17700000000000005,0.26850000000000007,0.18800000000000006,0.17900000000000005,-0.03849999999999998,-0.15849999999999997,-0.2804999999999999,-0.3349999999999999,8.034389,0.596716,8.900886,0.7314999999999999
104,A375,Paclitaxel,0.17812499999999998,0.19362500000000005,0.16312500000000008,0.16962500000000003,0.17712499999999998,-0.01837500000000003,-0.348875,-0.514375,8.073947,1.373852,11.037804,0.788875
105,A375,SN-38,0.07920833333333333,0.023541666666666572,0.03554166666666658,0.0532083333333333,0.14187499999999975,0.0665416666666665,-0.09012500000000012,-0.3097916666666668,8.179193,2.819272,12.507178,0.9014583333333335
106,A375,Sorafenib,0.14100000000000001,0.13050000000000006,0.12350000000000005,0.08899999999999997,0.12850000000000006,0.09350000000000003,-0.04150000000000009,-0.6645,5.031904,3.120926,10.385656,0.869
107,A375,Sunitinib,0.1199583333333335,0.1399583333333333,0.13062499999999988,0.09095833333333347,0.1279583333333335,-0.001374999999999904,-0.1270416666666666,-0.48104166666666665,5.548309,1.264364,9.36429,0.8567083333333333
108,A375,Temozolomide,0.08195833333333313,0.022958333333333414,0.04995833333333333,0.002291666666666803,0.03995833333333354,0.05062499999999992,0.028291666666666826,-0.27604166666666663,3.4915550000000004,2.530592,9.528344,0.960375
109,A375,Topotecan,0.32418749999999996,0.26068750000000007,0.28618750000000015,0.2656875000000001,0.2531875,-0.2968124999999999,-0.5218125,-0.5713125,7.108304,2.987832,10.163974,0.7128125
110,A375,Vinblastine,0.20454166666666684,0.14454166666666668,0.18287500000000012,0.1728750000000001,0.1872083333333332,0.037875000000000214,-0.4477916666666666,-0.48212499999999997,8.013983999999999,1.584388,12.26895,0.786125
111,A375,Vinorelbine,0.1963124999999999,0.19331249999999978,0.19181249999999994,0.15131249999999996,0.14931249999999996,-0.06618750000000007,-0.3801875000000001,-0.43568750000000006,8.096955,1.150492,9.757382000000002,0.8076875000000001
112,A375,Zolinza,0.10524999999999995,0.09875,0.12775000000000014,0.09775,0.08825000000000005,0.04874999999999996,-0.007750000000000035,-0.55875,5.609035,2.724889,10.513682,0.90125
113,A375,geldanamycin,0.11749999999999994,0.13400000000000012,0.07999999999999996,0.09650000000000003,0.19399999999999995,0.05449999999999999,-0.25249999999999995,-0.424,6.0669010000000005,1.355259,12.031362,0.883
114,A427,5-FU,0.11662499999999998,0.06612499999999988,0.09362499999999996,0.09762499999999985,0.14012499999999994,0.06562499999999982,-0.11837500000000001,-0.4613750000000001,5.290687,1.635635,9.934551,0.8423750000000001
115,A427,ABT-888,0.08162499999999984,0.134625,-0.103375,-0.004375000000000018,0.005624999999999991,0.007624999999999993,0.025624999999999898,-0.14737500000000003,-3.0,0.081386,19.841988,0.9273750000000001
116,A427,AZD1775,0.2558750000000001,0.311875,0.236375,0.238375,0.09037499999999998,-0.17712499999999998,-0.32412499999999994,-0.631625,6.761164999999999,1.015309,15.848188,0.714625
117,A427,BEZ-235,0.16843750000000002,0.2219375,0.19743750000000004,0.1294375000000001,-0.003062499999999968,-0.1510625,-0.2415625,-0.3215625,6.871847,0.465549,12.373226,0.8045625
118,A427,Bortezomib,0.24150000000000005,0.26649999999999996,0.3055,0.35550000000000015,0.22850000000000004,-0.022500000000000075,-0.6865,-0.6885,8.345915,22.913663,10.547734,0.6935
119,A427,Carboplatin,0.002749999999999919,0.06574999999999998,-0.060250000000000026,0.14375000000000004,0.05174999999999996,-0.016249999999999987,-0.0022500000000000853,-0.18525000000000003,3.398325,0.445626,16.172224,0.95225
120,A427,Cyclophosphamide,0.031750000000000056,0.031750000000000056,0.017750000000000044,0.006750000000000034,0.019750000000000045,-0.015249999999999986,-0.026249999999999996,-0.06624999999999992,-1.210501,0.216192,11.462829,0.99025
121,A427,Dasatinib,0.2377499999999999,0.1067499999999999,0.07324999999999993,-0.0192500000000001,-0.06825000000000003,-0.12025000000000008,-0.041750000000000065,-0.16825000000000012,6.243032,0.169901,9.932178,0.6967500000000001
122,A427,Dexamethasone,-0.026000000000000023,0.11099999999999999,-0.07999999999999996,0.040000000000000036,-0.029000000000000026,-0.027000000000000024,0.026999999999999913,-0.016000000000000014,-3.0,0.193557,9.393322,0.984
123,A427,Dinaciclib,0.13650000000000018,0.19450000000000012,0.3345,0.3165,0.22150000000000003,0.0635,-0.5644999999999999,-0.7024999999999999,8.2589,2.921241,19.92079,0.7224999999999999
124,A427,Doxorubicin,0.33562499999999995,0.3896249999999999,0.3946249999999999,0.18162499999999993,0.07662499999999994,-0.2783750000000001,-0.5223750000000001,-0.5773750000000001,7.8542679999999985,1.258771,12.185312,0.6003750000000001
125,A427,Erlotinib,0.14731250000000007,0.0773125,0.03881250000000003,0.14481250000000012,0.14531250000000007,-0.08068750000000002,-0.08418749999999997,-0.38868749999999996,5.459674,0.631402,16.772967,0.8886875
126,A427,Etoposide,0.32600000000000007,0.17400000000000004,0.28500000000000003,0.2470000000000001,0.14700000000000002,-0.2929999999999999,-0.44299999999999995,-0.44299999999999995,6.484257,1.701955,10.958873,0.6639999999999999
127,A427,Gemcitabine,0.206125,0.2546250000000001,0.2816249999999999,0.23762499999999998,0.22762499999999997,-0.13987499999999997,-0.529875,-0.537875,8.905391999999997,2.236183,14.032986,0.719375
128,A427,L778123,-0.012187500000000129,0.03531249999999986,0.06431249999999988,0.0963124999999998,0.07181249999999983,-0.06668750000000001,-0.028687500000000088,-0.16018750000000015,3.224628,0.30440100000000003,12.063708,0.9306875000000001
