symbol,entrez
FAM71F2 ,100129269
FAM71F2 ,105379331
FAM71F2 ,107984772
FAM71F2 ,346653
FAM71F2 ,100129269
FAM71F2 ,105379331
FAM71F2 ,107984772
FAM71F2 ,346653
FAM106CP ,100129396
MSTO2P ,100129405
LOC100129434 ,100129434
DPY19L1P1 ,100129460
ZNF737 ,100129842
HDAC6 ,10013
LOC100130075 ,100130075
HSFX2,100130086
HSFX2,100506164
HSFX2,100130086
HSFX2,100506164
HSFX1 ,100130086
HSFX1 ,100506164
HSFX1 ,100130086
HSFX1 ,100506164
LOC100130331 ,100130331
PARD6G-AS1 ,100130522
LOC100130691 ,100130691
LRRC70 ,100130733
LRRC69 ,100130742
SBK3 ,100130827
TSTD3 ,100130890
ZNF663P ,100130934
C7orf72 ,100130988
RPL21P28,100131205
RPL21P28,6144
RPL21P28,100131205
RPL21P28,6144
RPL21 ,100131205
RPL21 ,6144
RPL21 ,100131205
RPL21 ,6144
LOC100131257 ,100131257
RAB6C-AS1 ,100131320
CD300LD ,100131439
ZNF705E,100131539
ZNF705E,100132396
ZNF705E,100131539
ZNF705E,100132396
ZNF705B ,100131539
ZNF705B ,100132396
ZNF705B ,100131539
ZNF705B ,100132396
LOC100131626,100131626
LOC100131626,105376489
LOC100131626,105379724
LOC100131626,107985887
LOC100131626,400618
LOC100131626,100131626
LOC100131626,105376489
LOC100131626,105379724
LOC100131626,107985887
LOC100131626,400618
LOC100131626,100131626
LOC100131626,105376489
LOC100131626,105379724
LOC100131626,107985887
LOC100131626,400618
LOC100131626,100131626
LOC100131626,105376489
LOC100131626,105379724
LOC100131626,107985887
LOC100131626,400618
LOC100131626,100131626
LOC100131626,105376489
LOC100131626,105379724
LOC100131626,107985887
LOC100131626,400618
LOC105376489,100131626
LOC105376489,105376489
LOC105376489,105379724
LOC105376489,107985887
LOC105376489,400618
LOC105376489,100131626
LOC105376489,105376489
LOC105376489,105379724
LOC105376489,107985887
LOC105376489,400618
LOC105376489,100131626
LOC105376489,105376489
LOC105376489,105379724
LOC105376489,107985887
LOC105376489,400618
LOC105376489,100131626
LOC105376489,105376489
LOC105376489,105379724
LOC105376489,107985887
LOC105376489,400618
LOC105376489,100131626
LOC105376489,105376489
LOC105376489,105379724
LOC105376489,107985887
LOC105376489,400618
LOC105379724,100131626
LOC105379724,105376489
LOC105379724,105379724
LOC105379724,107985887
LOC105379724,400618
LOC105379724,100131626
LOC105379724,105376489
LOC105379724,105379724
LOC105379724,107985887
LOC105379724,400618
LOC105379724,100131626
LOC105379724,105376489
LOC105379724,105379724
LOC105379724,107985887
LOC105379724,400618
LOC105379724,100131626
LOC105379724,105376489
LOC105379724,105379724
LOC105379724,107985887
LOC105379724,400618
LOC105379724,100131626
LOC105379724,105376489
LOC105379724,105379724
LOC105379724,107985887
LOC105379724,400618
LOC107985887,100131626
LOC107985887,105376489
LOC107985887,105379724
LOC107985887,107985887
LOC107985887,400618
LOC107985887,100131626
LOC107985887,105376489
LOC107985887,105379724
LOC107985887,107985887
LOC107985887,400618
LOC107985887,100131626
LOC107985887,105376489
LOC107985887,105379724
LOC107985887,107985887
LOC107985887,400618
LOC107985887,100131626
LOC107985887,105376489
LOC107985887,105379724
LOC107985887,107985887
LOC107985887,400618
LOC107985887,100131626
LOC107985887,105376489
LOC107985887,105379724
LOC107985887,107985887
LOC107985887,400618
SOX9-AS1 ,100131626
SOX9-AS1 ,105376489
SOX9-AS1 ,105379724
SOX9-AS1 ,107985887
SOX9-AS1 ,400618
SOX9-AS1 ,100131626
SOX9-AS1 ,105376489
SOX9-AS1 ,105379724
SOX9-AS1 ,107985887
SOX9-AS1 ,400618
SOX9-AS1 ,100131626
SOX9-AS1 ,105376489
SOX9-AS1 ,105379724
SOX9-AS1 ,107985887
SOX9-AS1 ,400618
SOX9-AS1 ,100131626
SOX9-AS1 ,105376489
SOX9-AS1 ,105379724
SOX9-AS1 ,107985887
SOX9-AS1 ,400618
SOX9-AS1 ,100131626
SOX9-AS1 ,105376489
SOX9-AS1 ,105379724
SOX9-AS1 ,107985887
SOX9-AS1 ,400618
UBE2DNL ,100131816
RRN3P3,100131998
RRN3P3,101060405
RRN3P3,100131998
RRN3P3,101060405
LOC101060405 ,100131998
LOC101060405 ,101060405
LOC101060405 ,100131998
LOC101060405 ,101060405
LOC100132154 ,100132154
KIR2DS2 ,100132285
FAM157B ,100132403
NBPF10,100132406
NBPF10,101060684
NBPF10,284565
NBPF10,100132406
NBPF10,101060684
NBPF10,284565
NBPF10,100132406
NBPF10,101060684
NBPF10,284565
NBPF26,100132406
NBPF26,101060684
NBPF26,284565
NBPF26,100132406
NBPF26,101060684
NBPF26,284565
NBPF26,100132406
NBPF26,101060684
NBPF26,284565
NBPF15 ,100132406
NBPF15 ,101060684
NBPF15 ,284565
NBPF15 ,100132406
NBPF15 ,101060684
NBPF15 ,284565
NBPF15 ,100132406
NBPF15 ,101060684
NBPF15 ,284565
FCGR1CP ,100132417
FAM99B,100132464
FAM99B,387742
FAM99B,100132464
FAM99B,387742
FAM99A ,100132464
FAM99A ,387742
FAM99A ,100132464
FAM99A ,387742
KRTAP4-7,100132476
KRTAP4-7,100996750
KRTAP4-7,100132476
KRTAP4-7,100996750
LOC100996750 ,100132476
LOC100996750 ,100996750
LOC100996750 ,100132476
LOC100996750 ,100996750
GOLGA8F,100132565
GOLGA8F,283768
GOLGA8F,100132565
GOLGA8F,283768
GOLGA8G ,100132565
GOLGA8G ,283768
GOLGA8G ,100132565
GOLGA8G ,283768
PGAM1P5 ,100132594
DCAF13P3 ,100132724
PMS2P9 ,100132832
GOLGA8DP,100132979
GOLGA8DP,390535
GOLGA8DP,729786
GOLGA8DP,100132979
GOLGA8DP,390535
GOLGA8DP,729786
GOLGA8DP,100132979
GOLGA8DP,390535
GOLGA8DP,729786
GOLGA8EP,100132979
GOLGA8EP,390535
GOLGA8EP,729786
GOLGA8EP,100132979
GOLGA8EP,390535
GOLGA8EP,729786
GOLGA8EP,100132979
GOLGA8EP,390535
GOLGA8EP,729786
GOLGA8CP ,100132979
GOLGA8CP ,390535
GOLGA8CP ,729786
GOLGA8CP ,100132979
GOLGA8CP ,390535
GOLGA8CP ,729786
GOLGA8CP ,100132979
GOLGA8CP ,390535
GOLGA8CP ,729786
RASA4DP ,100133005
LOC100133050,100133050
LOC100133050,102725009
LOC100133050,100133050
LOC100133050,102725009
LOC102725009 ,100133050
LOC102725009 ,102725009
LOC102725009 ,100133050
LOC102725009 ,102725009
LINC01001,100133161
LINC01001,105377826
LINC01001,107984841
LINC01001,100133161
LINC01001,105377826
LINC01001,107984841
LINC01001,100133161
LINC01001,105377826
LINC01001,107984841
LOC105377826,100133161
LOC105377826,105377826
LOC105377826,107984841
LOC105377826,100133161
LOC105377826,105377826
LOC105377826,107984841
LOC105377826,100133161
LOC105377826,105377826
LOC105377826,107984841
LOC107984841 ,100133161
LOC107984841 ,105377826
LOC107984841 ,107984841
LOC107984841 ,100133161
LOC107984841 ,105377826
LOC107984841 ,107984841
LOC107984841 ,100133161
LOC107984841 ,105377826
LOC107984841 ,107984841
GOLGA6L3,100133220
GOLGA6L3,101927601
GOLGA6L3,102724093
GOLGA6L3,102724117
GOLGA6L3,374650
GOLGA6L3,440295
GOLGA6L3,642402
GOLGA6L3,643707
GOLGA6L3,647042
GOLGA6L3,100133220
GOLGA6L3,101927601
GOLGA6L3,102724093
GOLGA6L3,102724117
GOLGA6L3,374650
GOLGA6L3,440295
GOLGA6L3,642402
GOLGA6L3,643707
GOLGA6L3,647042
GOLGA6L3,100133220
GOLGA6L3,101927601
GOLGA6L3,102724093
GOLGA6L3,102724117
GOLGA6L3,374650
GOLGA6L3,440295
GOLGA6L3,642402
GOLGA6L3,643707
GOLGA6L3,647042
GOLGA6L3,100133220
GOLGA6L3,101927601
GOLGA6L3,102724093
GOLGA6L3,102724117
GOLGA6L3,374650
GOLGA6L3,440295
GOLGA6L3,642402
GOLGA6L3,643707
GOLGA6L3,647042
GOLGA6L3,100133220
GOLGA6L3,101927601
GOLGA6L3,102724093
GOLGA6L3,102724117
GOLGA6L3,374650
GOLGA6L3,440295
GOLGA6L3,642402
GOLGA6L3,643707
GOLGA6L3,647042
GOLGA6L3,100133220
GOLGA6L3,101927601
GOLGA6L3,102724093
GOLGA6L3,102724117
GOLGA6L3,374650
GOLGA6L3,440295
GOLGA6L3,642402
GOLGA6L3,643707
GOLGA6L3,647042
GOLGA6L3,100133220
GOLGA6L3,101927601
GOLGA6L3,102724093
GOLGA6L3,102724117
GOLGA6L3,374650
GOLGA6L3,440295
GOLGA6L3,642402
GOLGA6L3,643707
GOLGA6L3,647042
GOLGA6L3,100133220
GOLGA6L3,101927601
GOLGA6L3,102724093
GOLGA6L3,102724117
GOLGA6L3,374650
GOLGA6L3,440295
GOLGA6L3,642402
GOLGA6L3,643707
GOLGA6L3,647042
GOLGA6L3,100133220
GOLGA6L3,101927601
GOLGA6L3,102724093
GOLGA6L3,102724117
GOLGA6L3,374650
GOLGA6L3,440295
GOLGA6L3,642402
GOLGA6L3,643707
GOLGA6L3,647042
GOLGA6L19,100133220
GOLGA6L19,101927601
GOLGA6L19,102724093
GOLGA6L19,102724117
GOLGA6L19,374650
GOLGA6L19,440295
GOLGA6L19,642402
GOLGA6L19,643707
GOLGA6L19,647042
GOLGA6L19,100133220
GOLGA6L19,101927601
GOLGA6L19,102724093
GOLGA6L19,102724117
GOLGA6L19,374650
GOLGA6L19,440295
GOLGA6L19,642402
GOLGA6L19,643707
GOLGA6L19,647042
GOLGA6L19,100133220
GOLGA6L19,101927601
GOLGA6L19,102724093
GOLGA6L19,102724117
GOLGA6L19,374650
GOLGA6L19,440295
GOLGA6L19,642402
GOLGA6L19,643707
GOLGA6L19,647042
GOLGA6L19,100133220
GOLGA6L19,101927601
GOLGA6L19,102724093
GOLGA6L19,102724117
GOLGA6L19,374650
GOLGA6L19,440295
GOLGA6L19,642402
GOLGA6L19,643707
GOLGA6L19,647042
GOLGA6L19,100133220
GOLGA6L19,101927601
GOLGA6L19,102724093
GOLGA6L19,102724117
GOLGA6L19,374650
GOLGA6L19,440295
GOLGA6L19,642402
GOLGA6L19,643707
GOLGA6L19,647042
GOLGA6L19,100133220
GOLGA6L19,101927601
GOLGA6L19,102724093
GOLGA6L19,102724117
GOLGA6L19,374650
GOLGA6L19,440295
GOLGA6L19,642402
GOLGA6L19,643707
GOLGA6L19,647042
GOLGA6L19,100133220
GOLGA6L19,101927601
GOLGA6L19,102724093
GOLGA6L19,102724117
GOLGA6L19,374650
GOLGA6L19,440295
GOLGA6L19,642402
GOLGA6L19,643707
GOLGA6L19,647042
GOLGA6L19,100133220
GOLGA6L19,101927601
GOLGA6L19,102724093
GOLGA6L19,102724117
GOLGA6L19,374650
GOLGA6L19,440295
GOLGA6L19,642402
GOLGA6L19,643707
GOLGA6L19,647042
GOLGA6L19,100133220
GOLGA6L19,101927601
GOLGA6L19,102724093
GOLGA6L19,102724117
GOLGA6L19,374650
GOLGA6L19,440295
GOLGA6L19,642402
GOLGA6L19,643707
GOLGA6L19,647042
LOC102724093,100133220
LOC102724093,101927601
LOC102724093,102724093
LOC102724093,102724117
LOC102724093,374650
LOC102724093,440295
LOC102724093,642402
LOC102724093,643707
LOC102724093,647042
LOC102724093,100133220
LOC102724093,101927601
LOC102724093,102724093
LOC102724093,102724117
LOC102724093,374650
LOC102724093,440295
LOC102724093,642402
LOC102724093,643707
LOC102724093,647042
LOC102724093,100133220
LOC102724093,101927601
LOC102724093,102724093
LOC102724093,102724117
LOC102724093,374650
LOC102724093,440295
LOC102724093,642402
LOC102724093,643707
LOC102724093,647042
LOC102724093,100133220
LOC102724093,101927601
LOC102724093,102724093
LOC102724093,102724117
LOC102724093,374650
LOC102724093,440295
LOC102724093,642402
LOC102724093,643707
LOC102724093,647042
LOC102724093,100133220
LOC102724093,101927601
LOC102724093,102724093
LOC102724093,102724117
LOC102724093,374650
LOC102724093,440295
LOC102724093,642402
LOC102724093,643707
LOC102724093,647042
LOC102724093,100133220
LOC102724093,101927601
LOC102724093,102724093
LOC102724093,102724117
LOC102724093,374650
LOC102724093,440295
LOC102724093,642402
LOC102724093,643707
LOC102724093,647042
LOC102724093,100133220
LOC102724093,101927601
LOC102724093,102724093
LOC102724093,102724117
LOC102724093,374650
LOC102724093,440295
LOC102724093,642402
LOC102724093,643707
LOC102724093,647042
LOC102724093,100133220
LOC102724093,101927601
LOC102724093,102724093
LOC102724093,102724117
LOC102724093,374650
LOC102724093,440295
LOC102724093,642402
LOC102724093,643707
LOC102724093,647042
LOC102724093,100133220
LOC102724093,101927601
LOC102724093,102724093
LOC102724093,102724117
LOC102724093,374650
LOC102724093,440295
LOC102724093,642402
LOC102724093,643707
LOC102724093,647042
LOC102724117,100133220
LOC102724117,101927601
LOC102724117,102724093
LOC102724117,102724117
LOC102724117,374650
LOC102724117,440295
LOC102724117,642402
LOC102724117,643707
LOC102724117,647042
LOC102724117,100133220
LOC102724117,101927601
LOC102724117,102724093
LOC102724117,102724117
LOC102724117,374650
LOC102724117,440295
LOC102724117,642402
LOC102724117,643707
LOC102724117,647042
LOC102724117,100133220
LOC102724117,101927601
LOC102724117,102724093
LOC102724117,102724117
LOC102724117,374650
LOC102724117,440295
LOC102724117,642402
LOC102724117,643707
LOC102724117,647042
LOC102724117,100133220
LOC102724117,101927601
LOC102724117,102724093
LOC102724117,102724117
LOC102724117,374650
LOC102724117,440295
LOC102724117,642402
LOC102724117,643707
LOC102724117,647042
LOC102724117,100133220
LOC102724117,101927601
LOC102724117,102724093
LOC102724117,102724117
LOC102724117,374650
LOC102724117,440295
LOC102724117,642402
LOC102724117,643707
LOC102724117,647042
LOC102724117,100133220
LOC102724117,101927601
LOC102724117,102724093
LOC102724117,102724117
LOC102724117,374650
LOC102724117,440295
LOC102724117,642402
LOC102724117,643707
LOC102724117,647042
LOC102724117,100133220
LOC102724117,101927601
LOC102724117,102724093
LOC102724117,102724117
LOC102724117,374650
LOC102724117,440295
LOC102724117,642402
LOC102724117,643707
LOC102724117,647042
LOC102724117,100133220
LOC102724117,101927601
LOC102724117,102724093
LOC102724117,102724117
LOC102724117,374650
LOC102724117,440295
LOC102724117,642402
LOC102724117,643707
LOC102724117,647042
LOC102724117,100133220
LOC102724117,101927601
LOC102724117,102724093
LOC102724117,102724117
LOC102724117,374650
LOC102724117,440295
LOC102724117,642402
LOC102724117,643707
LOC102724117,647042
GOLGA6L5P,100133220
GOLGA6L5P,101927601
GOLGA6L5P,102724093
GOLGA6L5P,102724117
GOLGA6L5P,374650
GOLGA6L5P,440295
GOLGA6L5P,642402
GOLGA6L5P,643707
GOLGA6L5P,647042
GOLGA6L5P,100133220
GOLGA6L5P,101927601
GOLGA6L5P,102724093
GOLGA6L5P,102724117
GOLGA6L5P,374650
GOLGA6L5P,440295
GOLGA6L5P,642402
GOLGA6L5P,643707
GOLGA6L5P,647042
GOLGA6L5P,100133220
GOLGA6L5P,101927601
GOLGA6L5P,102724093
GOLGA6L5P,102724117
GOLGA6L5P,374650
GOLGA6L5P,440295
GOLGA6L5P,642402
GOLGA6L5P,643707
GOLGA6L5P,647042
GOLGA6L5P,100133220
GOLGA6L5P,101927601
GOLGA6L5P,102724093
GOLGA6L5P,102724117
GOLGA6L5P,374650
GOLGA6L5P,440295
GOLGA6L5P,642402
GOLGA6L5P,643707
GOLGA6L5P,647042
GOLGA6L5P,100133220
GOLGA6L5P,101927601
GOLGA6L5P,102724093
GOLGA6L5P,102724117
GOLGA6L5P,374650
GOLGA6L5P,440295
GOLGA6L5P,642402
GOLGA6L5P,643707
GOLGA6L5P,647042
GOLGA6L5P,100133220
GOLGA6L5P,101927601
GOLGA6L5P,102724093
GOLGA6L5P,102724117
GOLGA6L5P,374650
GOLGA6L5P,440295
GOLGA6L5P,642402
GOLGA6L5P,643707
GOLGA6L5P,647042
GOLGA6L5P,100133220
GOLGA6L5P,101927601
GOLGA6L5P,102724093
GOLGA6L5P,102724117
GOLGA6L5P,374650
GOLGA6L5P,440295
GOLGA6L5P,642402
GOLGA6L5P,643707
GOLGA6L5P,647042
GOLGA6L5P,100133220
GOLGA6L5P,101927601
GOLGA6L5P,102724093
GOLGA6L5P,102724117
GOLGA6L5P,374650
GOLGA6L5P,440295
GOLGA6L5P,642402
GOLGA6L5P,643707
GOLGA6L5P,647042
GOLGA6L5P,100133220
GOLGA6L5P,101927601
GOLGA6L5P,102724093
GOLGA6L5P,102724117
GOLGA6L5P,374650
GOLGA6L5P,440295
GOLGA6L5P,642402
GOLGA6L5P,643707
GOLGA6L5P,647042
GOLGA6L9,100133220
GOLGA6L9,101927601
GOLGA6L9,102724093
GOLGA6L9,102724117
GOLGA6L9,374650
GOLGA6L9,440295
GOLGA6L9,642402
GOLGA6L9,643707
GOLGA6L9,647042
GOLGA6L9,100133220
GOLGA6L9,101927601
GOLGA6L9,102724093
GOLGA6L9,102724117
GOLGA6L9,374650
GOLGA6L9,440295
GOLGA6L9,642402
GOLGA6L9,643707
GOLGA6L9,647042
GOLGA6L9,100133220
GOLGA6L9,101927601
GOLGA6L9,102724093
GOLGA6L9,102724117
GOLGA6L9,374650
GOLGA6L9,440295
GOLGA6L9,642402
GOLGA6L9,643707
GOLGA6L9,647042
GOLGA6L9,100133220
GOLGA6L9,101927601
GOLGA6L9,102724093
GOLGA6L9,102724117
GOLGA6L9,374650
GOLGA6L9,440295
GOLGA6L9,642402
GOLGA6L9,643707
GOLGA6L9,647042
GOLGA6L9,100133220
GOLGA6L9,101927601
GOLGA6L9,102724093
GOLGA6L9,102724117
GOLGA6L9,374650
GOLGA6L9,440295
GOLGA6L9,642402
GOLGA6L9,643707
GOLGA6L9,647042
GOLGA6L9,100133220
GOLGA6L9,101927601
GOLGA6L9,102724093
GOLGA6L9,102724117
GOLGA6L9,374650
GOLGA6L9,440295
GOLGA6L9,642402
GOLGA6L9,643707
GOLGA6L9,647042
GOLGA6L9,100133220
GOLGA6L9,101927601
GOLGA6L9,102724093
GOLGA6L9,102724117
GOLGA6L9,374650
GOLGA6L9,440295
GOLGA6L9,642402
GOLGA6L9,643707
GOLGA6L9,647042
GOLGA6L9,100133220
GOLGA6L9,101927601
GOLGA6L9,102724093
GOLGA6L9,102724117
GOLGA6L9,374650
GOLGA6L9,440295
GOLGA6L9,642402
GOLGA6L9,643707
GOLGA6L9,647042
GOLGA6L9,100133220
GOLGA6L9,101927601
GOLGA6L9,102724093
GOLGA6L9,102724117
GOLGA6L9,374650
GOLGA6L9,440295
GOLGA6L9,642402
GOLGA6L9,643707
GOLGA6L9,647042
GOLGA6L17P,100133220
GOLGA6L17P,101927601
GOLGA6L17P,102724093
GOLGA6L17P,102724117
GOLGA6L17P,374650
GOLGA6L17P,440295
GOLGA6L17P,642402
GOLGA6L17P,643707
GOLGA6L17P,647042
GOLGA6L17P,100133220
GOLGA6L17P,101927601
GOLGA6L17P,102724093
GOLGA6L17P,102724117
GOLGA6L17P,374650
GOLGA6L17P,440295
GOLGA6L17P,642402
GOLGA6L17P,643707
GOLGA6L17P,647042
GOLGA6L17P,100133220
GOLGA6L17P,101927601
GOLGA6L17P,102724093
GOLGA6L17P,102724117
GOLGA6L17P,374650
GOLGA6L17P,440295
GOLGA6L17P,642402
GOLGA6L17P,643707
GOLGA6L17P,647042
GOLGA6L17P,100133220
GOLGA6L17P,101927601
GOLGA6L17P,102724093
GOLGA6L17P,102724117
GOLGA6L17P,374650
GOLGA6L17P,440295
GOLGA6L17P,642402
GOLGA6L17P,643707
GOLGA6L17P,647042
GOLGA6L17P,100133220
GOLGA6L17P,101927601
GOLGA6L17P,102724093
GOLGA6L17P,102724117
GOLGA6L17P,374650
GOLGA6L17P,440295
GOLGA6L17P,642402
GOLGA6L17P,643707
GOLGA6L17P,647042
GOLGA6L17P,100133220
GOLGA6L17P,101927601
GOLGA6L17P,102724093
GOLGA6L17P,102724117
GOLGA6L17P,374650
GOLGA6L17P,440295
GOLGA6L17P,642402
GOLGA6L17P,643707
GOLGA6L17P,647042
GOLGA6L17P,100133220
GOLGA6L17P,101927601
GOLGA6L17P,102724093
GOLGA6L17P,102724117
GOLGA6L17P,374650
GOLGA6L17P,440295
GOLGA6L17P,642402
GOLGA6L17P,643707
GOLGA6L17P,647042
GOLGA6L17P,100133220
GOLGA6L17P,101927601
GOLGA6L17P,102724093
GOLGA6L17P,102724117
GOLGA6L17P,374650
GOLGA6L17P,440295
GOLGA6L17P,642402
GOLGA6L17P,643707
GOLGA6L17P,647042
GOLGA6L17P,100133220
GOLGA6L17P,101927601
GOLGA6L17P,102724093
GOLGA6L17P,102724117
GOLGA6L17P,374650
GOLGA6L17P,440295
GOLGA6L17P,642402
GOLGA6L17P,643707
GOLGA6L17P,647042
GOLGA6L4,100133220
GOLGA6L4,101927601
GOLGA6L4,102724093
GOLGA6L4,102724117
GOLGA6L4,374650
GOLGA6L4,440295
GOLGA6L4,642402
GOLGA6L4,643707
GOLGA6L4,647042
GOLGA6L4,100133220
GOLGA6L4,101927601
GOLGA6L4,102724093
GOLGA6L4,102724117
GOLGA6L4,374650
GOLGA6L4,440295
GOLGA6L4,642402
GOLGA6L4,643707
GOLGA6L4,647042
GOLGA6L4,100133220
GOLGA6L4,101927601
GOLGA6L4,102724093
GOLGA6L4,102724117
GOLGA6L4,374650
GOLGA6L4,440295
GOLGA6L4,642402
GOLGA6L4,643707
GOLGA6L4,647042
GOLGA6L4,100133220
GOLGA6L4,101927601
GOLGA6L4,102724093
GOLGA6L4,102724117
GOLGA6L4,374650
GOLGA6L4,440295
GOLGA6L4,642402
GOLGA6L4,643707
GOLGA6L4,647042
GOLGA6L4,100133220
GOLGA6L4,101927601
GOLGA6L4,102724093
GOLGA6L4,102724117
GOLGA6L4,374650
GOLGA6L4,440295
GOLGA6L4,642402
GOLGA6L4,643707
GOLGA6L4,647042
GOLGA6L4,100133220
GOLGA6L4,101927601
GOLGA6L4,102724093
GOLGA6L4,102724117
GOLGA6L4,374650
GOLGA6L4,440295
GOLGA6L4,642402
GOLGA6L4,643707
GOLGA6L4,647042
GOLGA6L4,100133220
GOLGA6L4,101927601
GOLGA6L4,102724093
